"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2017"	"2017"	"Aplastic anaemia, unspecified"	"D61.9"	20	4874747	0.4
	"Alabama"	"01"	"2017"	"2017"	"Anaemia, unspecified"	"D64.9"	33	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Coagulation defect, unspecified"	"D68.9"	20	4874747	0.4
	"Alabama"	"01"	"2017"	"2017"	"Sarcoidosis, unspecified"	"D86.9"	21	4874747	0.4
	"Alabama"	"01"	"2017"	"2017"	"Hypothyroidism, unspecified"	"E03.9"	30	4874747	0.6
	"Alabama"	"01"	"2017"	"2017"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	23	4874747	0.5
	"Alabama"	"01"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	103	4874747	2.1
	"Alabama"	"01"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	19	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	25	4874747	0.5
	"Alabama"	"01"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	162	4874747	3.3
	"Alabama"	"01"	"2017"	"2017"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	65	4874747	1.3
	"Alabama"	"01"	"2017"	"2017"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	175	4874747	3.6
	"Alabama"	"01"	"2017"	"2017"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	26	4874747	0.5
	"Alabama"	"01"	"2017"	"2017"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	29	4874747	0.6
	"Alabama"	"01"	"2017"	"2017"	"Unspecified diabetes mellitus, without complications"	"E14.9"	506	4874747	10.4
	"Alabama"	"01"	"2017"	"2017"	"Hypoglycaemia, unspecified"	"E16.2"	23	4874747	0.5
	"Alabama"	"01"	"2017"	"2017"	"Unspecified severe protein-energy malnutrition"	"E43"	96	4874747	2.0
	"Alabama"	"01"	"2017"	"2017"	"Unspecified protein-energy malnutrition"	"E46"	147	4874747	3.0
	"Alabama"	"01"	"2017"	"2017"	"Extreme obesity with alveolar hypoventilation"	"E66.2"	15	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Other obesity"	"E66.8"	68	4874747	1.4
	"Alabama"	"01"	"2017"	"2017"	"Obesity, unspecified"	"E66.9"	34	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Pure hypercholesterolaemia"	"E78.0"	20	4874747	0.4
	"Alabama"	"01"	"2017"	"2017"	"Hyperlipidaemia, unspecified"	"E78.5"	94	4874747	1.9
	"Alabama"	"01"	"2017"	"2017"	"Volume depletion"	"E86"	21	4874747	0.4
	"Alabama"	"01"	"2017"	"2017"	"Hyperosmolality and hypernatraemia"	"E87.0"	25	4874747	0.5
	"Alabama"	"01"	"2017"	"2017"	"Hypo-osmolality and hyponatraemia"	"E87.1"	15	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Acidosis"	"E87.2"	46	4874747	0.9
	"Alabama"	"01"	"2017"	"2017"	"Hyperkalaemia"	"E87.5"	17	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Metabolic disorder, unspecified"	"E88.9"	29	4874747	0.6
	"Alabama"	"01"	"2017"	"2017"	"Vascular dementia, unspecified"	"F01.9"	192	4874747	3.9
	"Alabama"	"01"	"2017"	"2017"	"Unspecified dementia"	"F03"	1648	4874747	33.8
	"Alabama"	"01"	"2017"	"2017"	"Delirium, unspecified"	"F05.9"	10	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	45	4874747	0.9
	"Alabama"	"01"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	57	4874747	1.2
	"Alabama"	"01"	"2017"	"2017"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	66	4874747	1.4
	"Alabama"	"01"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	35	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Schizophrenia, unspecified"	"F20.9"	10	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Huntington disease"	"G10"	19	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Motor neuron disease"	"G12.2"	97	4874747	2.0
	"Alabama"	"01"	"2017"	"2017"	"Parkinson disease"	"G20"	553	4874747	11.3
	"Alabama"	"01"	"2017"	"2017"	"Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]"	"G23.1"	15	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Alzheimer disease with late onset"	"G30.1"	62	4874747	1.3
	"Alabama"	"01"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	2494	4874747	51.2
	"Alabama"	"01"	"2017"	"2017"	"Circumscribed brain atrophy"	"G31.0"	18	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	309	4874747	6.3
	"Alabama"	"01"	"2017"	"2017"	"Other specified degenerative diseases of nervous system"	"G31.8"	59	4874747	1.2
	"Alabama"	"01"	"2017"	"2017"	"Degenerative disease of nervous system, unspecified"	"G31.9"	18	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Multiple sclerosis"	"G35"	41	4874747	0.8
	"Alabama"	"01"	"2017"	"2017"	"Epilepsy, unspecified"	"G40.9"	15	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Status epilepticus, unspecified"	"G41.9"	23	4874747	0.5
	"Alabama"	"01"	"2017"	"2017"	"Sleep apnoea"	"G47.3"	17	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Myasthenia gravis"	"G70.0"	16	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Infantile cerebral palsy, unspecified"	"G80.9"	35	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Tetraplegia, unspecified"	"G82.5"	10	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Hydrocephalus, unspecified"	"G91.9"	10	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	220	4874747	4.5
	"Alabama"	"01"	"2017"	"2017"	"Encephalopathy, unspecified"	"G93.4"	94	4874747	1.9
	"Alabama"	"01"	"2017"	"2017"	"Disorder of brain, unspecified"	"G93.9"	10	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Mitral valve disease, unspecified"	"I05.9"	15	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Essential (primary) hypertension"	"I10"	384	4874747	7.9
	"Alabama"	"01"	"2017"	"2017"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	320	4874747	6.6
	"Alabama"	"01"	"2017"	"2017"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	372	4874747	7.6
	"Alabama"	"01"	"2017"	"2017"	"Hypertensive renal disease with renal failure"	"I12.0"	129	4874747	2.6
	"Alabama"	"01"	"2017"	"2017"	"Hypertensive renal disease without renal failure"	"I12.9"	18	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	34	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	29	4874747	0.6
	"Alabama"	"01"	"2017"	"2017"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	69	4874747	1.4
	"Alabama"	"01"	"2017"	"2017"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	13	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Acute subendocardial myocardial infarction"	"I21.4"	98	4874747	2.0
	"Alabama"	"01"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	1623	4874747	33.3
	"Alabama"	"01"	"2017"	"2017"	"Acute ischaemic heart disease, unspecified"	"I24.9"	23	4874747	0.5
	"Alabama"	"01"	"2017"	"2017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	804	4874747	16.5
	"Alabama"	"01"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	1466	4874747	30.1
	"Alabama"	"01"	"2017"	"2017"	"Ischaemic cardiomyopathy"	"I25.5"	172	4874747	3.5
	"Alabama"	"01"	"2017"	"2017"	"Other forms of chronic ischaemic heart disease"	"I25.8"	12	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	792	4874747	16.2
	"Alabama"	"01"	"2017"	"2017"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	222	4874747	4.6
	"Alabama"	"01"	"2017"	"2017"	"Primary pulmonary hypertension"	"I27.0"	11	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Other secondary pulmonary hypertension"	"I27.2"	82	4874747	1.7
	"Alabama"	"01"	"2017"	"2017"	"Pulmonary heart disease, unspecified"	"I27.9"	33	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Acute and subacute infective endocarditis"	"I33.0"	18	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Mitral (valve) insufficiency"	"I34.0"	32	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Aortic (valve) stenosis"	"I35.0"	124	4874747	2.5
	"Alabama"	"01"	"2017"	"2017"	"Aortic valve disorder, unspecified"	"I35.9"	22	4874747	0.5
	"Alabama"	"01"	"2017"	"2017"	"Endocarditis, valve unspecified"	"I38"	69	4874747	1.4
	"Alabama"	"01"	"2017"	"2017"	"Dilated cardiomyopathy"	"I42.0"	32	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Cardiomyopathy, unspecified"	"I42.9"	206	4874747	4.2
	"Alabama"	"01"	"2017"	"2017"	"Other specified conduction disorders"	"I45.8"	51	4874747	1.0
	"Alabama"	"01"	"2017"	"2017"	"Sudden cardiac death, so described"	"I46.1"	264	4874747	5.4
	"Alabama"	"01"	"2017"	"2017"	"Cardiac arrest, unspecified"	"I46.9"	1670	4874747	34.3
	"Alabama"	"01"	"2017"	"2017"	"Ventricular tachycardia"	"I47.2"	12	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Atrial fibrillation and flutter"	"I48"	351	4874747	7.2
	"Alabama"	"01"	"2017"	"2017"	"Ventricular fibrillation and flutter"	"I49.0"	38	4874747	0.8
	"Alabama"	"01"	"2017"	"2017"	"Cardiac arrhythmia, unspecified"	"I49.9"	446	4874747	9.1
	"Alabama"	"01"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	2028	4874747	41.6
	"Alabama"	"01"	"2017"	"2017"	"Left ventricular failure"	"I50.1"	15	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Heart failure, unspecified"	"I50.9"	440	4874747	9.0
	"Alabama"	"01"	"2017"	"2017"	"Cardiovascular disease, unspecified"	"I51.6"	201	4874747	4.1
	"Alabama"	"01"	"2017"	"2017"	"Cardiomegaly"	"I51.7"	34	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Other ill-defined heart diseases"	"I51.8"	29	4874747	0.6
	"Alabama"	"01"	"2017"	"2017"	"Heart disease, unspecified"	"I51.9"	702	4874747	14.4
	"Alabama"	"01"	"2017"	"2017"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	74	4874747	1.5
	"Alabama"	"01"	"2017"	"2017"	"Intracerebral haemorrhage in hemisphere, unspecified"	"I61.2"	18	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Intracerebral haemorrhage in brain stem"	"I61.3"	20	4874747	0.4
	"Alabama"	"01"	"2017"	"2017"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	10	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Intracerebral haemorrhage, unspecified"	"I61.9"	225	4874747	4.6
	"Alabama"	"01"	"2017"	"2017"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	96	4874747	2.0
	"Alabama"	"01"	"2017"	"2017"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	142	4874747	2.9
	"Alabama"	"01"	"2017"	"2017"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	14	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	32	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	17	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Other cerebral infarction"	"I63.8"	32	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Cerebral infarction, unspecified"	"I63.9"	363	4874747	7.4
	"Alabama"	"01"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1101	4874747	22.6
	"Alabama"	"01"	"2017"	"2017"	"Cerebral aneurysm, nonruptured"	"I67.1"	27	4874747	0.6
	"Alabama"	"01"	"2017"	"2017"	"Cerebral atherosclerosis"	"I67.2"	224	4874747	4.6
	"Alabama"	"01"	"2017"	"2017"	"Other specified cerebrovascular diseases"	"I67.8"	88	4874747	1.8
	"Alabama"	"01"	"2017"	"2017"	"Cerebrovascular disease, unspecified"	"I67.9"	220	4874747	4.5
	"Alabama"	"01"	"2017"	"2017"	"Sequelae of cerebral infarction"	"I69.3"	43	4874747	0.9
	"Alabama"	"01"	"2017"	"2017"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	92	4874747	1.9
	"Alabama"	"01"	"2017"	"2017"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	49	4874747	1.0
	"Alabama"	"01"	"2017"	"2017"	"Generalized and unspecified atherosclerosis"	"I70.9"	114	4874747	2.3
	"Alabama"	"01"	"2017"	"2017"	"Dissection of aorta [any part]"	"I71.0"	52	4874747	1.1
	"Alabama"	"01"	"2017"	"2017"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	12	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	10	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	37	4874747	0.8
	"Alabama"	"01"	"2017"	"2017"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	13	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	14	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Aneurysm of unspecified site"	"I72.9"	10	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Peripheral vascular disease, unspecified"	"I73.9"	92	4874747	1.9
	"Alabama"	"01"	"2017"	"2017"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	33	4874747	0.7
	"Alabama"	"01"	"2017"	"2017"	"Hypotension, unspecified"	"I95.9"	14	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Other and unspecified disorders of circulatory system"	"I99"	79	4874747	1.6
	"Alabama"	"01"	"2017"	"2017"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	15	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	12	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Influenza with pneumonia, virus not identified"	"J11.0"	18	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	17	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	55	4874747	1.1
	"Alabama"	"01"	"2017"	"2017"	"Pneumonia due to staphylococcus"	"J15.2"	18	4874747	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"Bacterial pneumonia, unspecified"	"J15.9"	46	4874747	0.9
	"Alabama"	"01"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	963	4874747	19.8
